Tweet,Hate_Speech,tokenized_text
as menyerang suriah didukung israel turki arab saudi warga palestina jalur gaza aksi demo bakar bendera as amp dukungan presiden suriah bashar al assad pertanyaannya suka demo bawa bendera palestina kem,0,"['as', 'menyerang', 'suriah', 'didukung', 'israel', 'turki', 'arab', 'saudi', 'warga', 'palestina', 'jalur', 'gaza', 'aksi', 'demo', 'bakar', 'bendera', 'as', 'amp', 'dukungan', 'presiden', 'suriah', 'bashar', 'al', 'assad', 'pertanyaannya', 'suka', 'demo', 'bawa', 'bendera', 'palestina', 'kem']"
hidup jokowi layak presiden 5,0,"['hidup', 'jokowi', 'layak', 'presiden']"
anjir tertawa mulu gue,0,"['anjir', 'tertawa', 'mulu', 'gue']"
deh pencitraan jokowi,1,"['deh', 'pencitraan', 'jokowi']"
calon presiden jago cocot mengurusi daerah khusus ibukota becus,1,"['calon', 'presiden', 'jago', 'cocot', 'mengurusi', 'daerah', 'khusus', 'ibukota', 'becus']"
malas banget mengikuti namanya politik indonesia gue menunggu presiden bikin indonesia semaju singapura kayak dubai gue dukung 1000 politik indonesia 70 cuit cuit maaf gue berbicara fakta,1,"['malas', 'banget', 'mengikuti', 'namanya', 'politik', 'indonesia', 'gue', 'menunggu', 'presiden', 'bikin', 'indonesia', 'semaju', 'singapura', 'kayak', 'dubai', 'gue', 'dukung', 'politik', 'indonesia', 'cuit', 'cuit', 'maaf', 'gue', 'berbicara', 'fakta']"
foto dimana foto aduh,0,"['foto', 'dimana', 'foto', 'aduh']"
sumpah menyambung asahan pe 1 sayanya bego,0,"['sumpah', 'menyambung', 'asahan', 'pe', 'sayanya', 'bego']"
kemana pergi suara terdengar berbisik mendengarnya kopor tarik saksi bisu ketidakberdayaannya arah tujuan,0,"['kemana', 'pergi', 'suara', 'terdengar', 'berbisik', 'mendengarnya', 'kopor', 'tarik', 'saksi', 'bisu', 'arah', 'tujuan']"
zamannya super junior tau tau orang indonesia korea dibilang kafir you know what i mean plastik habis insiden pol kemarin but berjalan alhamdulillah,0,"['zamannya', 'super', 'junior', 'tau', 'tau', 'orang', 'indonesia', 'korea', 'dibilang', 'kafir', 'you', 'know', 'what', 'mean', 'plastik', 'habis', 'insiden', 'pol', 'kemarin', 'but', 'berjalan', 'alhamdulillah']"
paham motif individu kuasa autoriti rakyat nih cuba ketengahkan penggunaan bahasa cina pernyataan pernyataan eh nak kena bahasa cina,0,"['paham', 'motif', 'individu', 'kuasa', 'autoriti', 'rakyat', 'nih', 'cuba', 'ketengahkan', 'penggunaan', 'bahasa', 'cina', 'pernyataan', 'pernyataan', 'eh', 'nak', 'kena', 'bahasa', 'cina']"
udik,1,['udik']
hai guys sebentar agustus lupa dibundari ya tanggalnya tanggal 12 agustus 2018 yuk seru seruan bareng kocak aula nada kak mila armidya sari kiwil lutfi afifih cungkring arjuna jawa si kribo jimat,0,"['hai', 'guys', 'sebentar', 'agustus', 'lupa', 'dibundari', 'ya', 'tanggalnya', 'tanggal', 'agustus', 'yuk', 'seru', 'seruan', 'bareng', 'kocak', 'aula', 'nada', 'kak', 'mila', 'armidya', 'sari', 'kiwil', 'lutfi', 'afifih', 'cungkring', 'arjuna', 'jawa', 'si', 'kribo', 'jimat']"
kevin sanjaya geblek,1,"['kevin', 'sanjaya', 'geblek']"
2 kesukaan ganjar pranowo disebabkan gebrakan menjabat gubernur jawa ekotren ganjar yasin no 1,0,"['kesukaan', 'ganjar', 'pranowo', 'disebabkan', 'gebrakan', 'menjabat', 'gubernur', 'jawa', 'ekotren', 'ganjar', 'yasin', 'no']"
solusinya pilihan ekonomi 1 memilih ekonomi perdagangan 2 memilih ekonomi negara,0,"['solusinya', 'pilihan', 'ekonomi', 'memilih', 'ekonomi', 'perdagangan', 'memilih', 'ekonomi', 'negara']"
woi kecoa baca dungu ya dasar kecoa,1,"['woi', 'kecoa', 'baca', 'dungu', 'ya', 'dasar', 'kecoa']"
habis berenang safari mata sepet risiko mata sipit mudah mengantuk,0,"['habis', 'berenang', 'safari', 'mata', 'sepet', 'risiko', 'mata', 'sipit', 'mudah', 'mengantuk']"
bacot diobok obok,1,"['bacot', 'diobok', 'obok']"
70 indonesia salah kuasai cina bang,1,"['indonesia', 'salah', 'kuasai', 'cina', 'bang']"
berdiri kukuh twit agama mainan politik,0,"['berdiri', 'kukuh', 'twit', 'agama', 'mainan', 'politik']"
pas dirazia polisi siswa partai keadilan sejahtera polisi keamanan sekolah pakai kerudung disuruh rambutnya diikat berjilbab pas dirazia terciduk pakai jilbab disuruh pakai taplak jam pulang wkwk,0,"['pas', 'dirazia', 'polisi', 'siswa', 'partai', 'keadilan', 'sejahtera', 'polisi', 'keamanan', 'sekolah', 'pakai', 'kerudung', 'disuruh', 'rambutnya', 'diikat', 'berjilbab', 'pas', 'dirazia', 'terciduk', 'pakai', 'jilbab', 'disuruh', 'pakai', 'taplak', 'jam', 'pulang', 'wkwk']"
jokowi diam terusik peristiwa salahnya sih kunyuk narseto bawa nama jokowi kayak republik indonesia 1 pelaporan puluh tujuh meter republik indonesia 1 pengeluaran gaji ditabung kayak uniform resource locator,1,"['jokowi', 'diam', 'terusik', 'peristiwa', 'salahnya', 'sih', 'kunyuk', 'narseto', 'bawa', 'nama', 'jokowi', 'kayak', 'republik', 'indonesia', 'pelaporan', 'puluh', 'tujuh', 'meter', 'republik', 'indonesia', 'pengeluaran', 'gaji', 'ditabung', 'kayak', 'uniform', 'resource', 'locator']"
selesai pertandingannya dibilang comeback,0,"['selesai', 'pertandingannya', 'dibilang', 'comeback']"
dap anti islam undipkrundidap mohon sebarkan seluasnya benarkan dap menjajah inci bumi malaysia nih allahu akbar,0,"['dap', 'anti', 'islam', 'undipkrundidap', 'mohon', 'sebarkan', 'seluasnya', 'benarkan', 'dap', 'menjajah', 'inci', 'bumi', 'malaysia', 'nih', 'allahu', 'akbar']"
transgender iyakan biar tenar,1,"['transgender', 'iyakan', 'biar', 'tenar']"
telepon kampret yakkkk tolong sekarat,0,"['telepon', 'kampret', 'yakkkk', 'tolong', 'sekarat']"
teraweh menyebar spoiler anjir anjir jancuk,0,"['teraweh', 'menyebar', 'spoiler', 'anjir', 'anjir', 'jancuk']"
direct message memek maksudnya telur,0,"['direct', 'message', 'memek', 'maksudnya', 'telur']"
alami perempuan perhatian anak anak keluarga gerakan perempuan fokus kesejahteraan keluarga kesejahteraan rakyat terjamin selamat kartini,0,"['alami', 'perempuan', 'perhatian', 'anak', 'anak', 'keluarga', 'gerakan', 'perempuan', 'fokus', 'kesejahteraan', 'keluarga', 'kesejahteraan', 'rakyat', 'terjamin', 'selamat', 'kartini']"
kacau palsu sok cantik munafik pembohongan publik sensasi bencong uniform resource locator,1,"['kacau', 'palsu', 'sok', 'cantik', 'munafik', 'pembohongan', 'publik', 'sensasi', 'bencong', 'uniform', 'resource', 'locator']"
tidur bolot,0,"['tidur', 'bolot']"
era rejim kacung 2019 ganti presiden,1,"['era', 'rejim', 'kacung', 'ganti', 'presiden']"
komunis sosialis,0,"['komunis', 'sosialis']"
cacat banget ican goblok,1,"['cacat', 'banget', 'ican', 'goblok']"
mas jawa katolik masnya berewokan,0,"['mas', 'jawa', 'katolik', 'masnya', 'berewokan']"
reformasi nya contoh cocot,1,"['reformasi', 'nya', 'contoh', 'cocot']"
haduhhh haduhhh belajar gembel,0,"['haduhhh', 'haduhhh', 'belajar', 'gembel']"
modal cocot amplop otak awam amp fan nya rawan radikalis kena penghukuman nge nuhan neraka edan,1,"['modal', 'cocot', 'amplop', 'otak', 'awam', 'amp', 'fan', 'nya', 'rawan', 'radikalis', 'kena', 'penghukuman', 'nge', 'nuhan', 'neraka', 'edan']"
orang orang njeplak buka mulut publik sakau bin sarap gara gara narkoba,0,"['orang', 'orang', 'njeplak', 'buka', 'mulut', 'publik', 'sakau', 'bin', 'sarap', 'gara', 'gara', 'narkoba']"
profil sekolah dasar negeri 1 tidore kepulauan 1998 1999 sekolah dasar negeri 9 tidore kepulauan 1999 2004 sekolah menengah negeri 1 tidore kepulauan 2004 2007 sekolah menengah negeri 1 tidore kepulauan 2007 2010 antropologi 2010 2015 fakultas ilmu budaya universitas halu oleo kota kendari,0,"['profil', 'sekolah', 'dasar', 'negeri', 'tidore', 'kepulauan', 'sekolah', 'dasar', 'negeri', 'tidore', 'kepulauan', 'sekolah', 'menengah', 'negeri', 'tidore', 'kepulauan', 'sekolah', 'menengah', 'negeri', 'tidore', 'kepulauan', 'antropologi', 'fakultas', 'ilmu', 'budaya', 'universitas', 'halu', 'oleo', 'kota', 'kendari']"
jual memek media sosial dasar pecun,1,"['jual', 'memek', 'media', 'sosial', 'dasar', 'pecun']"
maaf sipit matamu ku skip,0,"['maaf', 'sipit', 'matamu', 'ku', 'skip']"
pakai lengserkan sih jokowi,1,"['pakai', 'lengserkan', 'sih', 'jokowi']"
cebong ber iq200 sekolam bedakan fakta provokasi bedakan fakta fitnah,1,"['cebong', 'ber', 'iq', 'sekolam', 'bedakan', 'fakta', 'provokasi', 'bedakan', 'fakta', 'fitnah']"
17 susilo bambang yudhoyono paham mustahil menang pemilihan presiden didukung komunitas tionghoa taipan pemilihan presiden mahal,1,"['susilo', 'bambang', 'yudhoyono', 'paham', 'mustahil', 'menang', 'pemilihan', 'presiden', 'didukung', 'komunitas', 'tionghoa', 'taipan', 'pemilihan', 'presiden', 'mahal']"
demo berjilid jilid bani cingkrang malaysia memberlakukan syariat islam melegalkan perjudian syarat ketentuan strict,0,"['demo', 'berjilid', 'jilid', 'bani', 'cingkrang', 'malaysia', 'memberlakukan', 'syariat', 'islam', 'melegalkan', 'perjudian', 'syarat', 'ketentuan', 'strict']"
aduh lomba menghias telur sekelasku ambisius hadiahnya taplak,0,"['aduh', 'lomba', 'menghias', 'telur', 'sekelasku', 'ambisius', 'hadiahnya', 'taplak']"
homo membuktikan banci orang orang gagal faktor wajah dibilang manis kedoyanan wanita uwel uwel xb,0,"['homo', 'membuktikan', 'banci', 'orang', 'orang', 'gagal', 'faktor', 'wajah', 'dibilang', 'manis', 'kedoyanan', 'wanita', 'uwel', 'uwel', 'xb']"
tuan guru bajang cebong wkwk ulama cebong,1,"['tuan', 'guru', 'bajang', 'cebong', 'wkwk', 'ulama', 'cebong']"
pas makan omelan makan tai kucing pagi pakai mengunyah telan biar cepat habis sarapan,0,"['pas', 'makan', 'omelan', 'makan', 'tai', 'kucing', 'pagi', 'pakai', 'mengunyah', 'telan', 'biar', 'cepat', 'habis', 'sarapan']"
mbak kunti kuntinya lo,0,"['mbak', 'kunti', 'kuntinya', 'lo']"
2 sesungguhnya orang orang yahudi nasrani al,0,"['sesungguhnya', 'orang', 'orang', 'yahudi', 'nasrani', 'al']"
cerita amp lagu sih raja monyet uniform resource locator,0,"['cerita', 'amp', 'lagu', 'sih', 'raja', 'monyet', 'uniform', 'resource', 'locator']"
amin melencengkan agama rejim berkuasa kuasa allah melebihi,0,"['amin', 'melencengkan', 'agama', 'rejim', 'berkuasa', 'kuasa', 'allah', 'melebihi']"
17 berbicara terkait bantuan likuiditas bank indonesia,0,"['berbicara', 'terkait', 'bantuan', 'likuiditas', 'bank', 'indonesia']"
didirikan badan ekstra konstitusional front nasional partai komunis indonesia wadah kegiatan politik,0,"['didirikan', 'badan', 'ekstra', 'konstitusional', 'front', 'nasional', 'partai', 'komunis', 'indonesia', 'wadah', 'kegiatan', 'politik']"
gubernur,0,['gubernur']
sambungan tertutup kekehan singgah bilah bibir ocha berhenti toko kue maksud membayar langsung bergegas rumah milly menunggu sih kunyuk edisi rumah,0,"['sambungan', 'tertutup', 'kekehan', 'singgah', 'bilah', 'bibir', 'ocha', 'berhenti', 'toko', 'kue', 'maksud', 'membayar', 'langsung', 'bergegas', 'rumah', 'milly', 'menunggu', 'sih', 'kunyuk', 'edisi', 'rumah']"
kaum yahudi bermigrasi palestina bang mari iya sabar menunggu 2019 ganti presiden,1,"['kaum', 'yahudi', 'bermigrasi', 'palestina', 'bang', 'mari', 'iya', 'sabar', 'menunggu', 'ganti', 'presiden']"
anjir tertipu,0,"['anjir', 'tertipu']"
dunia perfilman berduka aktor kawakan deddy sutomo meninggal dunia warta ekonomi,0,"['dunia', 'perfilman', 'berduka', 'aktor', 'kawakan', 'deddy', 'sutomo', 'meninggal', 'dunia', 'warta', 'ekonomi']"
tai sih fadli zon,1,"['tai', 'sih', 'fadli', 'zon']"
gangguan pendengaran ketulian menyebabkan kesulitan cepat pembicaraan disangka dingin banget cewek disangka vampir budek dengar tuli,0,"['gangguan', 'pendengaran', 'ketulian', 'menyebabkan', 'kesulitan', 'cepat', 'pembicaraan', 'disangka', 'dingin', 'banget', 'cewek', 'disangka', 'vampir', 'budek', 'dengar', 'tuli']"
ngewe wkwk,0,"['ngewe', 'wkwk']"
ngewe an rupiah ya,0,"['ngewe', 'an', 'rupiah', 'ya']"
allah subhanahu wa taala sembah kali sehari memelukmu lukman membiarkanmu bersimpuh kakinya,1,"['allah', 'subhanahu', 'wa', 'taala', 'sembah', 'kali', 'sehari', 'memelukmu', 'lukman', 'membiarkanmu', 'bersimpuh', 'kakinya']"
kayak kunyuk hadehhh,0,"['kayak', 'kunyuk', 'hadehhh']"
ayat kafir binatang halal dibunuh al qur an fitnah alkitab kristen bilang orang non kristen dibunuh bukti,0,"['ayat', 'kafir', 'binatang', 'halal', 'dibunuh', 'al', 'qur', 'an', 'fitnah', 'alkitab', 'kristen', 'bilang', 'orang', 'non', 'kristen', 'dibunuh', 'bukti']"
gubernur indonesia membanggakan wibawa pemimpin,0,"['gubernur', 'indonesia', 'membanggakan', 'wibawa', 'pemimpin']"
katolik,0,['katolik']
1 teroris meledakkan bom amp menewaskan puluhan orang pelakunya 2 orang radikalisme tersebar luas terorisnya kian hebat ditangani aparat pelakunya terbukti 2 orang coba pikir pelan pelan,0,"['teroris', 'meledakkan', 'bom', 'amp', 'menewaskan', 'puluhan', 'orang', 'pelakunya', 'orang', 'radikalisme', 'tersebar', 'luas', 'terorisnya', 'kian', 'hebat', 'ditangani', 'aparat', 'pelakunya', 'terbukti', 'orang', 'coba', 'pikir', 'pelan', 'pelan']"
coba tonton kisahnya ustaz felix youtube nder beliau terlahir keluarga katolik kristen alhamdulillah mualaf masyaallah kisahnya menginspirasi,0,"['coba', 'tonton', 'kisahnya', 'ustaz', 'felix', 'youtube', 'nder', 'beliau', 'terlahir', 'keluarga', 'katolik', 'kristen', 'alhamdulillah', 'mualaf', 'masyaallah', 'kisahnya', 'menginspirasi']"
lihat pocong dengar suara kunti hem,0,"['lihat', 'pocong', 'dengar', 'suara', 'kunti', 'hem']"
suruh minum pipis onta nih bangkai abu biar bego,1,"['suruh', 'minum', 'pipis', 'onta', 'nih', 'bangkai', 'abu', 'biar', 'bego']"
mandi cuci kakus micin cebong kampret,1,"['mandi', 'cuci', 'kakus', 'micin', 'cebong', 'kampret']"
diam kampang,1,"['diam', 'kampang']"
masyarakat sastrawan melestarikan budaya hilang masyarakat terbuka mata kepalanya pemilih pemimpin bangsa indonesia lawyers club prabowo berbalas pantun 2019belumtaus,0,"['masyarakat', 'sastrawan', 'melestarikan', 'budaya', 'hilang', 'masyarakat', 'terbuka', 'mata', 'kepalanya', 'pemilih', 'pemimpin', 'bangsa', 'indonesia', 'lawyers', 'club', 'prabowo', 'berbalas', 'pantun', 'belumtaus']"
peh cha tai hyun berlakon menitik air mata,0,"['peh', 'cha', 'tai', 'hyun', 'berlakon', 'menitik', 'air', 'mata']"
negara ku indonesia tercinta rakyatnya ngawur presiden disalahkan ulama disalahkan bapaknya disalahkan tuhan salahkan menang nya kali,0,"['negara', 'ku', 'indonesia', 'tercinta', 'rakyatnya', 'ngawur', 'presiden', 'disalahkan', 'ulama', 'disalahkan', 'bapaknya', 'disalahkan', 'tuhan', 'salahkan', 'menang', 'nya', 'kali']"
video tangerang cikupa orang iya nikah kemarin viral 6 orang terciduk rukun warga antek antek iya,0,"['video', 'tangerang', 'cikupa', 'orang', 'iya', 'nikah', 'kemarin', 'viral', 'orang', 'terciduk', 'rukun', 'warga', 'antek', 'antek', 'iya']"
tertawa buang sampah sarap anjing kurap,1,"['tertawa', 'buang', 'sampah', 'sarap', 'anjing', 'kurap']"
wanti wanti dokter tobat seorganisasi katolik universitas kristen,0,"['wanti', 'wanti', 'dokter', 'tobat', 'seorganisasi', 'katolik', 'universitas', 'kristen']"
hai pendukung hitler komunis,0,"['hai', 'pendukung', 'hitler', 'komunis']"
22 februari 1978 masjid istiqlal diresmikan presiden soeharto rancangan masjid terbesar asia tenggara karya arsitek friedrich silaban kristiani mengalami pergulatan batin merancang ibadah umat islam,0,"['februari', 'masjid', 'istiqlal', 'diresmikan', 'presiden', 'soeharto', 'rancangan', 'masjid', 'terbesar', 'asia', 'tenggara', 'karya', 'arsitek', 'friedrich', 'silaban', 'kristiani', 'mengalami', 'pergulatan', 'batin', 'merancang', 'ibadah', 'umat', 'islam']"
iya nama penggunanya asing sih,0,"['iya', 'nama', 'penggunanya', 'asing', 'sih']"
bani kacung kafir tertawa lihat twit ya cung,1,"['bani', 'kacung', 'kafir', 'tertawa', 'lihat', 'twit', 'ya', 'cung']"
iya rejim kunyuk berani lawan,1,"['iya', 'rejim', 'kunyuk', 'berani', 'lawan']"
tawari asing orang asing,0,"['tawari', 'asing', 'orang', 'asing']"
mbakku mua doang juta edan,0,"['mbakku', 'mua', 'doang', 'juta', 'edan']"
france england in the final duel imperialis tanah komunis,0,"['france', 'england', 'in', 'the', 'final', 'duel', 'imperialis', 'tanah', 'komunis']"
ganyang partai komunis indonesia akar akarnya uniform resource locator,1,"['ganyang', 'partai', 'komunis', 'indonesia', 'akar', 'akarnya', 'uniform', 'resource', 'locator']"
ngawur kayaknya haha tau arti kafir diam sok ide hehe,0,"['ngawur', 'kayaknya', 'haha', 'tau', 'arti', 'kafir', 'diam', 'sok', 'ide', 'hehe']"
setuju gue bosan muak kelakuan cebong nyinyirnya kebangetan,1,"['setuju', 'gue', 'bosan', 'muak', 'kelakuan', 'cebong', 'nyinyirnya', 'kebangetan']"
iya edan kayak,1,"['iya', 'edan', 'kayak']"
sih salahnya orang orang cina berteman cina dibilang bau cina bau cina aduh tuhan tolong orang kayak wkwk habis pikir pikirannya sempit banget cinanya kartu tanda penduduk warga negara indonesia men warga negara asing,0,"['sih', 'salahnya', 'orang', 'orang', 'cina', 'berteman', 'cina', 'dibilang', 'bau', 'cina', 'bau', 'cina', 'aduh', 'tuhan', 'tolong', 'orang', 'kayak', 'wkwk', 'habis', 'pikir', 'pikirannya', 'sempit', 'banget', 'cinanya', 'kartu', 'tanda', 'penduduk', 'warga', 'negara', 'indonesia', 'men', 'warga', 'negara', 'asing']"
nauzubillah rezim anti islam,1,"['nauzubillah', 'rezim', 'anti', 'islam']"
kawan aktivis 98 gerakan lembar moerdani biayai anak anak nih notabene organisasi mahasiswa bentukan partai komunis indonesia,0,"['kawan', 'aktivis', 'gerakan', 'lembar', 'moerdani', 'biayai', 'anak', 'anak', 'nih', 'notabene', 'organisasi', 'mahasiswa', 'bentukan', 'partai', 'komunis', 'indonesia']"
sipit memaki gue,0,"['sipit', 'memaki', 'gue']"
islam nusantara koen kate lapo jancuk matanya picek sugik,1,"['islam', 'nusantara', 'koen', 'kate', 'lapo', 'jancuk', 'matanya', 'picek', 'sugik']"
makan makanan ringan doang anjir makan nasi wkwk,0,"['makan', 'makanan', 'ringan', 'doang', 'anjir', 'makan', 'nasi', 'wkwk']"
biasalah bani pemarah diajak mengobrol lari kesana kemari cari alasan,1,"['biasalah', 'bani', 'pemarah', 'diajak', 'mengobrol', 'lari', 'kesana', 'kemari', 'cari', 'alasan']"
mantappppppp,0,['mantappppppp']
dunia kayaknya jokowi ya presiden dituding liberal kapitalis komunis lemah otoriter,1,"['dunia', 'kayaknya', 'jokowi', 'ya', 'presiden', 'dituding', 'liberal', 'kapitalis', 'komunis', 'lemah', 'otoriter']"
sih bodoh bilang nih bawa bawa nama,0,"['sih', 'bodoh', 'bilang', 'nih', 'bawa', 'bawa', 'nama']"
ah kacrut sok sibuk membela tau wakil presidennya,1,"['ah', 'kacrut', 'sok', 'sibuk', 'membela', 'tau', 'wakil', 'presidennya']"
masihkan berbaik hati tenaga kerja asing istighfar rakyat bersabar uniform resource locator,1,"['masihkan', 'berbaik', 'hati', 'tenaga', 'kerja', 'asing', 'istighfar', 'rakyat', 'bersabar', 'uniform', 'resource', 'locator']"
pakai muka ya lesbi anjir,0,"['pakai', 'muka', 'ya', 'lesbi', 'anjir']"
iri wudhu menyucikan bertemu tuhan orang kristen menyucikan tuhan yesus menerima dosa dosa kenajisan menyucikan,0,"['iri', 'wudhu', 'menyucikan', 'bertemu', 'tuhan', 'orang', 'kristen', 'menyucikan', 'tuhan', 'yesus', 'menerima', 'dosa', 'dosa', 'kenajisan', 'menyucikan']"
kabar memek tembem,0,"['kabar', 'memek', 'tembem']"
komentarnya transaksi pakai dolar 2019 ganti presiden 2019 presiden,1,"['komentarnya', 'transaksi', 'pakai', 'dolar', 'ganti', 'presiden', 'presiden']"
jujur orang cerdas pintar pilih orang imam memimpin salat mengaji santun sopan babi kafir ahok,1,"['jujur', 'orang', 'cerdas', 'pintar', 'pilih', 'orang', 'imam', 'memimpin', 'salat', 'mengaji', 'santun', 'sopan', 'babi', 'kafir', 'ahok']"
oh kesibukan bertambah promosi hoaks kampret nini nomor 0856 daftar biar ganti nomer sibuk promosi hoaks,1,"['oh', 'kesibukan', 'bertambah', 'promosi', 'hoaks', 'kampret', 'nini', 'nomor', 'daftar', 'biar', 'ganti', 'nomer', 'sibuk', 'promosi', 'hoaks']"
