,tweet,Hate_Speech,translated_tweet,tokenized_text
2042,antisemitism betokens a retarded culture redbrick angels 1890,1,antisemitisme bertaruh kultur redbrick malaikat 1890,"['antisemitisme', 'bertaruh', 'kultur', 'redbrick', 'malaikat']"
2043,literally is the avian representation queen we got thing thong who change the demonized cry baby bitch,1,Secara harfiah ratu representasi unggas mengubah pelacur bayi menangis,"['secara', 'harfiah', 'ratu', 'representasi', 'unggas', 'mengubah', 'pelacur', 'bayi', 'menangis']"
2044,the damage slogan is so unbelievably stupid it every offense goal to do damage it gives mongoloid boson f,1,Slogan kerusakan bodoh tujuan pelanggaran kerusakan Boson Mongoloid,"['slogan', 'kerusakan', 'bodoh', 'tujuan', 'pelanggaran', 'kerusakan', 'boson', 'mongoloid']"
2045,get cancer spic,0,Dapatkan SPIC Kanker,"['dapatkan', 'spic', 'kanker']"
2046,my boyfriends uncles of is plastered and i just had to reassure her she's not crazy stupid dumb retarded an id,0,paman pacar diplester meyakinkannya gila bodoh terbelakang id,"['paman', 'pacar', 'diplester', 'meyakinkannya', 'gila', 'bodoh', 'terbelakang', 'id']"
2047,globalistsndrug dealers criminals rapistsnthese are animalsnshithole countriesnamerica firstnvery fine ,1,Globalistndrug dealer penjahat pemerkosa hewan negara -negara firstnvery,"['globalistndrug', 'dealer', 'penjahat', 'pemerkosa', 'hewan', 'negara', 'negara', 'firstnvery']"
2048,it's okay to be white,0,Tidak -apa putih,"['tidak', 'apa', 'putih']"
2049,pretty sure the r in phone or stands for retarded,1,Cukup R telepon berdiri terbelakang,"['cukup', 'telepon', 'berdiri', 'terbelakang']"
2050,what a fucking cunt,1,Sungguh vagina sialan,"['sungguh', 'vagina', 'sialan']"
2051,what say you mongol mouth,1,Apa Anda Mulut Mongol,"['apa', 'anda', 'mulut', 'mongol']"
2052,thing thong 100,0,thong 100,['thong']
2053,caught this guy trying to stare me down just now smug twat,0,menangkap pria mencoba menatapku,"['menangkap', 'pria', 'mencoba', 'menatapku']"
2054,cunt what that ur dressed up asnmehard cunt a hard cuntncunt not a very good costume 3nmebatters cunt,1,cunt kenakan asnmehard cuntncunt keras kostum bagus 3nmebatters cunt,"['cunt', 'kenakan', 'asnmehard', 'cuntncunt', 'keras', 'kostum', 'bagus', 'nmebatters', 'cunt']"
2055, deleting all my past posts since 2001 where i use the termhead andfucker ,1,Menghapus posting 2001 termead andfucker,"['menghapus', 'posting', 'termead', 'andfucker']"
2056,what a twat,1,Sungguh twat,"['sungguh', 'twat']"
2057,['4nwhen poor little kiddos have sicknwe want hospitals all spanandspicnthis bond contribute them some new chitsnfor tec'],0,4nnen miskin anak -anak memiliki sakitnwe rumah sakit spanandspicn berkontribusi chitsnfor tec,"['nnen', 'miskin', 'anak', 'anak', 'memiliki', 'sakitnwe', 'rumah', 'sakit', 'spanandspicn', 'berkontribusi', 'chitsnfor', 'tec']"
2058,our own  with anotherpointnnanytime the person has leftist or terrorist ties law enforcement ,0,titik lainnnanytime orang memiliki kiri teroris mengikat penegakan hukum,"['titik', 'lainnnanytime', 'orang', 'memiliki', 'kiri', 'teroris', 'mengikat', 'penegakan', 'hukum']"
2059,here's my problem with the word banter banter is an exchange of remarksnnif i call you a twat you call me a tw ,0,Inilah olok -olok olok -olok pertukaran pernyataan ulang menyebut Anda twat Anda memanggil tw,"['inilah', 'olok', 'olok', 'olok', 'olok', 'pertukaran', 'pernyataan', 'ulang', 'menyebut', 'anda', 'twat', 'anda', 'memanggil', 'tw']"
2060,if he was a 11024th middle eastern leftist they be calling this the largest terrorist attempt since 911nnbut ,1,Jika kiri Timur Tengah 11024 menyebut upaya teroris terbesar 911nnnon,"['jika', 'kiri', 'timur', 'tengah', 'menyebut', 'upaya', 'teroris', 'terbesar', 'nnnon']"
2061,i think the genuine consensus for today game is to fucking smash steven naismith twat in,1,Saya pikir konsensus asli permainan sialan Smash Steven Naismith Twat,"['saya', 'pikir', 'konsensus', 'asli', 'permainan', 'sialan', 'smash', 'steven', 'naismith', 'twat']"
2062,famous mainstream now nigger,1,Mainstream terkenal negro,"['mainstream', 'terkenal', 'negro']"
2063, aditi go back to where you come from you dont even reside in cleveland do you even like yourself d ,0,Aditi Anda berasal,"['aditi', 'anda', 'berasal']"
2064,matt trap this faggot ps4sharennurl ,1,matt jebakan fagot ps4sharennurl,"['matt', 'jebakan', 'fagot', 'ps', 'sharennurl']"
2065,who to spells it whelp it's help you mongoloid,1,mengejanya membantu Anda mongoloid,"['mengejanya', 'membantu', 'anda', 'mongoloid']"
2066,['debate whether to call the floor on a verbally opprobrious mega fish if atomic number 2 ends astir call pine tree state a faggot is not a respectable way to live on'],0,Debat memanggil lantai ikan mega verbal opprobrious atom nomor 2 panggilan pohon pinus status homo terhormat hidup,"['debat', 'memanggil', 'lantai', 'ikan', 'mega', 'verbal', 'opprobrious', 'atom', 'nomor', 'panggilan', 'pohon', 'pinus', 'status', 'homo', 'terhormat', 'hidup']"
2067,traves scout looks like his retarded little cousin bye don ever disrespect my man like that,0,Travis Scott sepupu kecilnya terbelakang menghormati pria,"['travis', 'scott', 'sepupu', 'kecilnya', 'terbelakang', 'menghormati', 'pria']"
2068,beautiful dyke,0,Dyke indah,"['dyke', 'indah']"
2069,justin trudeau is promising to continue to welcome syrian refugees ,1,Justin Trudeau berjanji menyambut pengungsi Suriah,"['justin', 'trudeau', 'berjanji', 'menyambut', 'pengungsi', 'suriah']"
2070,spic poach,1,POACH SPIC,"['poach', 'spic']"
2071,we coming with the clip fully loaded to is up faggot,1,Kami klip sepenuhnya dimuat Up fagot,"['kami', 'klip', 'sepenuhnya', 'dimuat', 'up', 'fagot']"
2072,cheating cunt,1,Cunting Cunt,"['cunting', 'cunt']"
2073,  bts performs kpop songnantis why do people idolize this ching chong group they cant even un ,1,BTS kpop songnantis orang mengidolakan grup ching chong,"['bts', 'kpop', 'songnantis', 'orang', 'mengidolakan', 'grup', 'ching', 'chong']"
2075,donald we're being invaded by brown people from shithole countries help and liberal angry mobs amp democrats are t ,1,Donald diserang orang -orang coklat negara -negara shithole membantu gerombolan gerombolan marah liberal demokrat t,"['donald', 'diserang', 'orang', 'orang', 'coklat', 'negara', 'negara', 'shithole', 'membantu', 'gerombolan', 'gerombolan', 'marah', 'liberal', 'demokrat']"
2076,he is a retard,0,Dia Retard,"['dia', 'retard']"
2077,my baby told me i was beautiful with my bare face and nigger twist,1,Bayi cantik wajah telanjang sentuhan negro,"['bayi', 'cantik', 'wajah', 'telanjang', 'sentuhan', 'negro']"
2078,i love you negro,1,Aku mencintaimu Negro,"['aku', 'mencintaimu', 'negro']"
2079,can sebastian stan come to south africa specifically cape town in his greek attire it would be highly appreciated,1,Can Sebastian Stan Afrika Selatan Cape Town pakaian Yunani dihargai,"['can', 'sebastian', 'stan', 'afrika', 'selatan', 'cape', 'town', 'pakaian', 'yunani', 'dihargai']"
2080,i wasn't i was talking about the fact that he got it in 2018 you retard my i 149 my parents once check my sanity b,1,Saya membicarakan fakta mendapatkannya 2018 Anda memperlambat orang tua memeriksa kewarasan b,"['saya', 'membicarakan', 'fakta', 'mendapatkannya', 'anda', 'memperlambat', 'orang', 'tua', 'memeriksa', 'kewarasan']"
2081,fox new’s kevin jackson tried soo hard to be a uncle toming house negro that they were forced to fire his dumb ass smh byefelicia,1,Kevin Jackson Fox New berusaha keras negro Paman Toming House terpaksa memecat pantat bodohnya SMH Byefelicia,"['kevin', 'jackson', 'fox', 'new', 'berusaha', 'keras', 'negro', 'paman', 'toming', 'house', 'terpaksa', 'memecat', 'pantat', 'bodohnya', 'smh', 'byefelicia']"
2082,i can now legally say aching thong ping lingo,0,Saya legal sakit ping ping lingo,"['saya', 'legal', 'sakit', 'ping', 'ping', 'lingo']"
2083,we visited taipan once hope we can go back to your country someday,0,Kami mengunjungi Taipan berharap negara Anda,"['kami', 'mengunjungi', 'taipan', 'berharap', 'negara', 'anda']"
2084,shut the fuck up you fucking furry faggot,1,tutup mulutmu fagot berbulu,"['tutup', 'mulutmu', 'fagot', 'berbulu']"
2085,"[""meanwhile the leftist globalist monsters be test to blame this hatred crime on trump overly don ' t you know every""]",0,Sementara monster global kiri ujian menyalahkan kejahatan kebencian Trump Anda,"['sementara', 'monster', 'global', 'kiri', 'ujian', 'menyalahkan', 'kejahatan', 'kebencian', 'trump', 'anda']"
2086, uk a shithole canada actually is a real nice country uk bout to fuck themselves super hard with brexit ,0,uk a shithole canada negara bagus Inggris bercinta keras brexit,"['uk', 'shithole', 'canada', 'negara', 'bagus', 'inggris', 'bercinta', 'keras', 'brexit']"
2087,['don be a faggot primo'],0,Don Be a Fagot Primo,"['don', 'be', 'fagot', 'primo']"
2088,lot just let you know a fact that thing thong does hurt at all i,1,Banyak Anda fakta menyakitkan,"['banyak', 'anda', 'fakta', 'menyakitkan']"
2089,going as pippi longstocking for a halloween event tonight bc shes a ginger who wears dyke attire so i fit the criteria,0,Pergi pippi longstocking acara Halloween malam BC jahe mengenakan pakaian gambang sesuai kriteria,"['pergi', 'pippi', 'longstocking', 'acara', 'halloween', 'malam', 'bc', 'jahe', 'mengenakan', 'pakaian', 'gambang', 'sesuai', 'kriteria']"
2090,africa is a shithole because it's full of africans south america ditto arab countries fare better due to oil but ,0,Afrika shithole penuh orang Afrika Selatan negara -negara Arab minyak,"['afrika', 'shithole', 'penuh', 'orang', 'afrika', 'selatan', 'negara', 'negara', 'arab', 'minyak']"
2091,i wish this faggot would say some to anyone in my am they gonna be putting money in my books for the next few yea,0,Saya berharap homo memasukkan uang buku ya,"['saya', 'berharap', 'homo', 'memasukkan', 'uang', 'buku', 'ya']"
2092,i could snivel about the unfolding inferiority of the mentally retarded at all,0,Saya bersinar inferioritas terbelakang mental,"['saya', 'bersinar', 'inferioritas', 'terbelakang', 'mental']"
2093,he a mama trump republican you moronic twat,1,mama truf republik moronic twat,"['mama', 'truf', 'republik', 'moronic', 'twat']"
2094,man is absolute mongoloid can believe cheese fans have outed him,0,pria mutlak mongoloid percaya penggemar keju,"['pria', 'mutlak', 'mongoloid', 'percaya', 'penggemar', 'keju']"
2095,bastards were the worst mass murderers ever you just too retard to know because whit,1,Bajingan pembunuh massal terburuk Anda ketahui putih putih,"['bajingan', 'pembunuh', 'massal', 'terburuk', 'anda', 'ketahui', 'putih', 'putih']"
2096,now more than ever zoe leonardwant a dyke for president 1992n ,0,Zoe Leonardwant Dyke Presiden 1992n,"['zoe', 'leonardwant', 'dyke', 'presiden']"
2097,tell the mongol to stick it donkeys don't summon lion's,0,Beri Mongol menempelkannya Donkeys Dont Summon Lion,"['beri', 'mongol', 'menempelkannya', 'donkeys', 'dont', 'summon', 'lion']"
2098,pro i can here the beeps and books from here cunt go oil yourself ya robot fag,1,Pro berbunyi bip buku Cunt Go Oil YA YA ROBOT FAG,"['pro', 'berbunyi', 'bip', 'buku', 'cunt', 'go', 'oil', 'ya', 'ya', 'robot', 'fag']"
2099,yeah she's a cunt did she drew this,1,ya vagina menggambar,"['ya', 'vagina', 'menggambar']"
2100,everyone report you a cunt role playing as a child you so fucked up and should be in prison,0,Semua orang melaporkan Anda peran vagina anak Anda kaget penjara,"['semua', 'orang', 'melaporkan', 'anda', 'peran', 'vagina', 'anak', 'anda', 'kaget', 'penjara']"
2101,['ratlike to be in a armada blend n appreciate pink gremlins 247 n don be a scabby pussy of be courteous to each other buddy'],0,tikus campuran armada menghargai gremlin merah muda 247 vagina berkudak sopan sobat,"['tikus', 'campuran', 'armada', 'menghargai', 'gremlin', 'merah', 'muda', 'vagina', 'berkudak', 'sopan', 'sobat']"
2102,['side tattooed bold relocation alpha cunt bold movefindomme femdomme tattoofetish n'],0,Sisi Tato Bold Relocation Alpha Vages Bold Movefindomme Femdomme Tatoofetish N,"['sisi', 'tato', 'bold', 'relocation', 'alpha', 'vages', 'bold', 'movefindomme', 'femdomme', 'tatoofetish']"
2103,['no he exist not you mongol'],0,mongol,['mongol']
2104,if you can jam to my spic music ion want you,1,Jika Anda macet Ion musik spic Anda,"['jika', 'anda', 'macet', 'ion', 'musik', 'spic', 'anda']"
2105,i so done dealing with little bitches grow a fucking pair cunt,0,Aku selesai berurusan pelacur menumbuhkan vagina pasangan sialan,"['aku', 'selesai', 'berurusan', 'pelacur', 'menumbuhkan', 'vagina', 'pasangan', 'sialan']"
2106,['if the worst thing a horn garter bathroom enunciate about me isni a faggotni a spicni a niggernthen 1 proud to'],0,Jika terburuk kamar mandi garter tanduk faggotni a spicni a niggernthen 1 bangga,"['jika', 'terburuk', 'kamar', 'mandi', 'garter', 'tanduk', 'faggotni', 'spicni', 'niggernthen', 'bangga']"
2107,hurry up and vote the cunt out,1,cepat pilih vagina,"['cepat', 'pilih', 'vagina']"
2108,i can't believe the number of retarded jokes i heard in the past couple days though all it's 2018,0,Saya percaya lelucon terbelakang dengar 2018,"['saya', 'percaya', 'lelucon', 'terbelakang', 'dengar']"
2109,  god knows californians are unstable i think california could be one of those shithole coun ,1,Tuhan orang California stabil pikir California salah negara shithole,"['tuhan', 'orang', 'california', 'stabil', 'pikir', 'california', 'salah', 'negara', 'shithole']"
2110,you can be this retarded man,1,Anda pria terbelakang,"['anda', 'pria', 'terbelakang']"
2111,this is what having a good jewfish lawyer n money will this night still retarded n dumpy than a hoe,1,Inilah memiliki pengacara perhiasan uang malam terbelakang dumpy cangkul,"['inilah', 'memiliki', 'pengacara', 'perhiasan', 'uang', 'malam', 'terbelakang', 'dumpy', 'cangkul']"
2112,he not dropped he poorly with an illness you money,0,Dia menjatuhkan buruk penyakit Anda,"['dia', 'menjatuhkan', 'buruk', 'penyakit', 'anda']"
2113,that's right illegals head on home to whatever shithole you came fromnnyou don't get to just waltz in here expo ,0,Itu ilegal pergi rumah shithole Anda Anda melenggang here expo,"['itu', 'ilegal', 'pergi', 'rumah', 'shithole', 'anda', 'anda', 'melenggang', 'here', 'expo']"
2114,['hey faggot up suck my balls'],0,Hei Fagot Up Suck My Balls,"['hei', 'fagot', 'up', 'suck', 'my', 'balls']"
2115,  what is it with me nightposting and using retarded grammar,0,What It With Me Mightposting tata bahasa terbelakang,"['what', 'it', 'with', 'me', 'mightposting', 'tata', 'bahasa', 'terbelakang']"
2116,that cross cross arm dance that little white boys love to do is the new way of calling someone a faggot,0,Tarian silang lengan silang suka anak laki -laki kulit putih menyebut homo,"['tarian', 'silang', 'lengan', 'silang', 'suka', 'anak', 'laki', 'laki', 'kulit', 'putih', 'menyebut', 'homo']"
2117,   these are not real women these are feminazi’s they demean men for fun ta… ,1,Ini wanita sejati sukai pria bersenang -senang…,"['ini', 'wanita', 'sejati', 'sukai', 'pria', 'bersenang', 'senang']"
2118,you listen to thing thong music,0,Anda mendengarkan musik Thing Thong,"['anda', 'mendengarkan', 'musik', 'thing', 'thong']"
2119,spic,0,orang Amerika Latin,"['orang', 'amerika', 'latin']"
2120,your brother is a faggot ass coward,1,Kakakmu pengecut Fagot Ass,"['kakakmu', 'pengecut', 'fagot', 'ass']"
2121,  no looks like your mongol turkish sister's widding son of atagaymal and erdogan lol,0,Tidak putra lebar saudara perempuan Turki Anda Atagaymal Erdogan LOL,"['tidak', 'putra', 'lebar', 'saudara', 'perempuan', 'turki', 'anda', 'atagaymal', 'erdogan', 'lol']"
2122, share the wealthas through historythe wealthy are pissing in the welland will bring disease and destruction,1,Berbagi kekayaan sejarah kencing sumur membawa penyakit kehancuran,"['berbagi', 'kekayaan', 'sejarah', 'kencing', 'sumur', 'membawa', 'penyakit', 'kehancuran']"
