,tweet,Hate_Speech,translated_tweet
2442,why do some boys think it cool to act soft like mate you just look like a faggot,1,Mengapa anak laki -laki berpikir keren bertindak lembut pasangan Anda homo
2443,happy day gay faggot,1,happy day gay fagot
2444,what a twat,1,Sungguh twat
2445,my brain in morning potato potato thing thong tomato,1,Otak kentang kentang pagi thong tomat
2446,come the fuck on nil what the fuck out us not looking too great right hand to knock into retardment,1,Come the Fuck On Nil What the Fuck Out Us Not Looking Tangan Kanan Terlalu Besar Untuk Mengetuk Tingkat Retardment
2447,females are literally retarded it feel good having one but then but then shit gets annoying,0,Wanita -benar terbelakang enak memilikinya omong kosong menjengkelkan
2448,this bitch is straight up slow i bought multiple bottles and her faggot ass thinks alibi is my drink of choice who,1,Pelacur lurus lambat membeli botol hikuknya menganggap alibi minuman pilihan
2449,they thinking who put this nigger up there,1,Mereka berpikir menempatkan negro
2450,"[""i feel edgy say retard every ii mo but it ' s been integrated so profoundly into my vocabulary atomic number 53 can ' t assistance it""]",0,Saya edgy retard ii mo diintegrasikan mendalam kosakata nomor atom 53 membantu
2451,you can call me a thing thong for all i care,0,Anda memanggil pedulikan
2452,i think they just take a sampling of the huff and box feminacy commenter who claim holding a door,1,Saya pikir mengambil contoh komentator feminasi huff box mengklaim memegang pintu
2453,what a procedure cleaning the outside of the press  spicnspan ittakesalottabeer ,0,Sungguh prosedur membersihkan spicnspan pers
2454,celebrating entrepreneurship  last night prix inspiration ontario gala for entrepreneur immigrants… ,0,Merayakan Kewirausahaan Tadi malam Prix Inspirasi Ontario Gala Imigran Pengusaha…
2455,or spic y first time i heard it i was 13 and i was like mum what did you say speak lot then when som,1,spic y kali mendengarnya berusia 13 Anda lot som
2456,red sox are going to win world series with guys like divers and peace meanwhile the loser have a retard m,0,Red Sox memenangkan World Series orang -orang penyelam perdamaian kalah memiliki retard m
2457,just got emoted on by newer reaper retard,0,Baru enggan retard Reaper
2458,the only semi thing thong song i like,1,-satunya lagu semi thong suka
2459,my hobbies include being the table entertainment in art dressing like dyke basketcase and missing tpobaw,0,Hobi hiburan meja pakaian seni keranjang gelas tpobaw hilang
2460,can people please stop using the wordyeah it sounds funny but it short forwhich is a real ,1,orang -orang berhenti ya terdengar lucu pendek nyata
2461,hyaena trembles in thing thong,0,Hyaena gemetar thong thong
2462,telling me i blind one fucking chainman and it a federal case but these dodgers gait a whole fucking,1,Memberitahu membutakan rantai sialan federal Dodgers sialan
2463,i said the same in a group message and was called basically retarded for that and i ain even a dodgers fan lot it simple,1,Saya pesan grup dasarnya dipanggil terbelakang penggemar Dodgers sederhana
2464,mercpine9 you retard xd squiggybot,0,MercPine9 Anda memperlambat squiggybot XD
2465,didn't want to vac with you after up antics mongoloid,1,vac Anda kejenakaan mongoloid
2466,okay faggot,1,Oke Fagot
2467,hes cool but hes a retard sometimes,0,keren terkadang terbelakang
2468,lmfao it’s what they deserve you’re supposed to be a man toughen up nigger ,1,lmfao Itulah layak dapatkan Anda orang kuat
2469,shut the fuck up you faggot,1,tutup mulutmu homo
2470, 1nif it is their way of life and what they are accustomed to to them it isn't a shithole country ho ,0,1nif hidup terbiasa negara shithole ho
2471,this faggot next to me at the gym is a sox fan and everyone looking at him like he retarded,1,Homo sebelah gym penggemar Sox orang memandangnya terbelakang
2472,['is best come market place et tour let responsibility en rope on time let migrants homes element pour venin c'],0,pasar tour biarkan tanggung en rope membiarkan elemen rumah migran menuangkan venin c
2473,so wear one retard,1,Jadi pakai retard
2474,ya they are even medical their from spain for crying out loud,0,ya medis Spanyol menangis keras
2475,not that fucking idiotic manager i never liked him he makes retarded decisions,0,manajer bodoh sukai menyukainya keputusan terbelakang
2476,manic should be identified as a terrorist organization other leftist media as well,0,manik diidentifikasi organisasi teroris media kiri
2477,what's big and spotty and has a cunt half way down its back,0,Apa rintik -rintik memiliki vagina jalan punggungnya
2478,if leftistmarxistdems went after terrorist illegal aliens reduce tax burden on americans bad trade deals exce… ,1,Jika Leftistmarxistdems mengejar alien ilegal teroris mengurangi beban pajak kesepakatan perdagangan buruk Amerika ...
2479,big boy carl has blocked me after i saidnterf is a derogatory term the same as faggot is neither should be usednh ,1,anak laki -laki Carl memblokir istilah menghina fagot digunakannhh
2480,i can’t stand a meanspirited nigger,1,Saya tahan negro dipiprikkan
2481,to saves does migrants,0,menyelamatkan migran
2482,all because foreign cunt apparently really can speak on brutish streets i spoke in parliament ne,1,Semua vagina asing -benar berbicara jalan -jalan brutal bicarakan parlemen ne
2483,maybe a radio a nigger,1,Mungkin radio negro
2484,the beauty of living in a shithole country where i live the post office is so broken the device would never be del ,1,Keindahan tinggal negara shithole tinggal kantor pos rusak perangkatnya del
2485,any spic queens trona go live on our own rancho and run a drug smuggling operation w me,0,Any Spic Queens Trona ditayangkan rancho menjalankan operasi penyelundupan narkoba
2486,fucking hell some of the monsters on born fan to are frightening deaf something in the water up there inbred smoggy money wankers,1,sialan neraka monster kipas lahir menakutkan tuli air wankers uang asap bawaan
2487,hi i'm a faggot and i love tryna cure depression staying away from my tamagochi haha kawaii sudokuurl,1,hai homo suka depresi obat tryna menjauh tamagotchi haha ​​kawaii sudoku url
2488,i love that tell her i admire her for what she's doing i do volunteer work for syria refugees and any,0,Saya suka mengaguminya lakukan pekerjaan sukarela pengungsi Suriah apapun
2489,ism trying to be as politically correct as possible here mam you are fucking retarded,1,ISM berusaha politis Anda -benar terbelakang
2490,trump is a fucking mongoloid saying they should have had protection in a fucking synagoguenngo and take your fa ,1,Trump mongoloid sialan memiliki perlindungan sinagog sialan pergi ambil fa Anda
2491,get out my mentions stinky dyke,1,Keluar Dyke Bantalan Saya
2492,['nothing would make pine tree state happier than a video coming out of this cunt exist shoot while helium sleeps what a shocking wast'],0,Tidak pohon pinus bahagia video vagina pemotretan helium tidur betapa mengejutkannya limbah
2493,genie weenie mine to catch a nigger by the toe if he hollers make him pay twenty dollars every day,0,Genie Weenie Mine menangkap negro ujung jari berteriak membuatnya membayar puluh dolar
2494,shithole country ,1,negara shithole
2495,as a great patriot mentioned in another twattle could have easily gone to any us embay,0,Sebagai patriot hebat Twattle mudah pergi Embay AS
2496,i have never been called a kike or anew until began his campaign his hateful rhetoric ha,1,Saya dipanggil kike kampanyenya ha retorika kebenciannya
2497,quit asking me dumb fucking questions about salesnnif you're going to ask me the worlds most basic fucking retard ,1,Berhentilah bodoh Salesnnif Anda dunia mendasar retard
2498,says the homo who orders chilli chicken wraps and goes to costa that about as gay as you get faggot,1,homo memesan ayam cabai membungkus pergi costa gay Anda fagot
2499,so he's mega faggot,1,Jadi mega fagot
2500,this twat wasted my time if you don't have good work ethic don't get a job let alone try to be a supervisor to,1,Twat membuang -buang Anda memiliki etika kerja pekerjaan mencoba pengawas
2501,fuck off faggot,0,Persetan homo
2502,and a thing thong nip long to you too lady,1,Dan menyenangkan bagimu
2503,your best do the black negro tenia due her,0,terbaik Anda tenia negro hitam untuknya
2504,it'd assume he has an entire mongol horde to back him up so probably nothing,0,menganggap memiliki gerombolan Mongol mendukungnya
2505,violenceyou all got mad a year ago saying these weren't shithole countries make up your minds they are not fleei ,1,kekerasan Anda marah setahun negara -negara shithole Anda mengutus
2506,some guy called me a spic at work i hope his jaws heals up tomorrow so he can try me again,1,Beberapa pria memanggil spic kerja harap rahangnya sembuh besok mencobanya
2507,just got called a faggot on call of duty life comes at you fast,0,Baru dipanggil homo hidup call of duty Anda cepat
2508,faggot,1,homo
2509,faggot adamant,1,homo bersikeras
2510,forgot his negro ass right outta there,1,lupa pantat negro -nya
2511,it been tea i was retarded,1,teh terbelakang
2512,['with megyn on thiscares what lew says even a veridical raghead but'],0,Megyn Lew raghead veridis
2513,are you a chainman or a wetback looks like a combo to me,1,Apakah Anda chainman wetback kombo
2514,of maybe will send to you when i finished,0,mengirim Anda selesai
2515,       so now what aboutshithole countries people just don ,1,Jadi negarashithole orang
2516,hell yeah i always wanted to fuck a truck with a retarded name,1,neraka ya bercinta truk nama terbelakang
2517,is a ahead the same as a camel shagged,0,unta dikeluarkan
2518,  don you get it they turned their own country into a shithole let them into the us and they ,1,Don Anda mendapatkannya mengubah negara shithole membiarkan masuk AS
2519,you weren't calling me a faggot when you were clapping these cheeks night,1,Anda menyebut homo Anda bertepuk tangan malam
2520,imagine young working his tongue technology on you his hands tightly gripping your hips as he fucks your cunt wit,0,Bayangkan anak muda teknologi lidahnya tangannya erat mencengkeram pinggul Anda meniduri cunt wit Anda
2521,migrants,0,migran
2522,shit that i should have realized earlier the phrase it's okay to be white is the fisherprice version of the 14 words,1,Sial sadari frasa -apa putih versi nelayan 14
2523,"[""also getting aesculapian advice from chirrup be even to a greater extent retarded than getting it from we ' d""]",0,Juga nasihat Aesculapian chirrup tingkat terbelakang mendapatkannya d
2524,  vote for him because his family is beautiful no wonder we have become a shithole country do ,0,Pilih keluarganya cantik heran negara shithole
2525,  witch muslim country is not a shithole crickets,0,Negara Muslim Penyihir jangkrik shithole
2526,im ggoneee imagine telling me a negro to report colorism to bh when a few months ago i was called a nigger and selfish,0,im ggoneee bayangkan negro melaporkan warna bh dipanggil negro egois
2527,negra novinha cavalgando o negro pauzudo,1,Hitam muda mengendarai pria kulit hitam
2528,['buckeye state shut up you twat'],0,Negara Buckeye Diam Twat
2529,it better than being a faggot,1,homo
2530,how do people listen to that korea shit its thing thong they don't even understand the lyrics plus they're overrated as don't me,0,Bagaimana orang -orang mendengarkan sial Korea Thong Thong mengerti liriknya ditambah
2531,guess what happens when you allow people from shithole countries to invade our countrywe become a shithole ,0,Coba tebak Anda mengizinkan orang negara -negara shithole menyerbu negara shithole
